"movie_id","movie_name","year","certificate","runtime","rating","director","star","votes","gross(in $)"
"tt0042792","No Way Out","1950","A","106 min","7.4","Joseph L. Mankiewicz","Richard Widmark#Linda Darnell#Stephen McNally#Sidney Poitier","5787","-"
"tt0037008","Laura","1944","-","88 min","7.9","Otto Preminger","Gene Tierney#Dana Andrews#Clifton Webb#Vincent Price","48451","4360000"
"tt0037913","Mildred Pierce","1945","-","111 min","7.9","Michael Curtiz","Joan Crawford#Jack Carson#Zachary Scott#Eve Arden","26649","-"
"tt0038559","Gilda","1946","-","110 min","7.6","Charles Vidor","Rita Hayworth#Glenn Ford#George Macready#Joseph Calleia","33080","-"
"tt0039689","Out of the Past","1947","-","97 min","8","Jacques Tourneur","Robert Mitchum#Jane Greer#Kirk Douglas#Rhonda Fleming","38338","-"
"tt0044557","Don't Bother to Knock","1952","-","76 min","6.8","Roy Ward Baker","Richard Widmark#Marilyn Monroe#Anne Bancroft#Donna Corcoran","7699","-"
"tt0042250","Highway 301","1950","-","83 min","6.7","Andrew L. Stone","William P. Lane Jr.#John S. Battle#W. Kerr Scott#Steve Cochran","957","-"
"tt0034248","Suspicion","1941","-","99 min","7.3","Alfred Hitchcock","Cary Grant#Joan Fontaine#Cedric Hardwicke#Nigel Bruce","39635","4500000"
"tt0039545","Lady in the Lake","1946","-","105 min","6.5","Robert Montgomery","Robert Montgomery#Audrey Totter#Lloyd Nolan#Tom Tully","5796","-"
"tt0052293","Thunder Road","1958","-","92 min","6.6","Arthur Ripley","Robert Mitchum#Gene Barry#Jacques Aubuchon#Keely Smith","4129","-"
"tt0040506","Key Largo","1948","-","100 min","7.7","John Huston","Humphrey Bogart#Edward G. Robinson#Lauren Bacall#Lionel Barrymore","41844","-"
"tt0040512","Kiss the Blood Off My Hands","1948","-","79 min","6.7","Norman Foster","Joan Fontaine#Burt Lancaster#Robert Newton#Lewis L. Russell","1626","-"
"tt0038854","The Postman Always Rings Twice","1946","-","113 min","7.4","Tay Garnett","Lana Turner#John Garfield#Cecil Kellaway#Hume Cronyn","21593","8330000"
"tt0040525","The Lady from Shanghai","1947","-","87 min","7.5","Orson Welles","Rita Hayworth#Orson Welles#Everett Sloane#Glenn Anders","31247","7927"
"tt0042208","The Asphalt Jungle","1950","-","112 min","7.8","John Huston","Sterling Hayden#Louis Calhern#Jean Hagen#James Whitmore","28032","-"
"tt0039305","Dead Reckoning","1947","-","100 min","7.1","John Cromwell","Humphrey Bogart#Lizabeth Scott#Morris Carnovsky#Charles Cane","8105","-"
"tt0041113","All the King's Men","1949","-","110 min","7.4","Robert Rossen","Broderick Crawford#John Ireland#Joanne Dru#John Derek","15463","-"
"tt0051036","Sweet Smell of Success","1957","U","96 min","8","Alexander Mackendrick","Burt Lancaster#Tony Curtis#Susan Harrison#Martin Milner","33167","-"
"tt0037330","The Suspect","1944","-","85 min","7.4","Robert Siodmak","Charles Laughton#Ella Raines#Dean Harens#Stanley Ridges","2604","-"
"tt0044357","Angel Face","1952","-","91 min","7.2","Otto Preminger","Robert Mitchum#Jean Simmons#Mona Freeman#Herbert Marshall","8320","-"
"tt0042593","In a Lonely Place","1950","-","94 min","7.9","Nicholas Ray","Humphrey Bogart#Gloria Grahame#Frank Lovejoy#Carl Benton Reid","32536","-"
"tt0036260","Phantom Lady","1944","-","87 min","7.2","Robert Siodmak","Franchot Tone#Ella Raines#Alan Curtis#Aurora Miranda","5236","-"
"tt0043338","Ace in the Hole","1951","-","111 min","8.1","Billy Wilder","Kirk Douglas#Jan Sterling#Robert Arthur#Porter Hall","36852","3969893"
"tt0042041","White Heat","1949","-","114 min","8.1","Raoul Walsh","James Cagney#Virginia Mayo#Edmond O'Brien#Margaret Wycherly","33757","-"
"tt0046126","Niagara","1953","-","92 min","7","Henry Hathaway","Marilyn Monroe#Joseph Cotten#Jean Peters#Max Showalter","18395","-"
"tt0039017","Terror by Night","1946","-","60 min","6.7","Roy William Neill","Basil Rathbone#Nigel Bruce#Alan Mowbray#Dennis Hoey","6388","-"
"tt0038991","The Stranger","1946","-","95 min","7.3","Orson Welles","Orson Welles#Edward G. Robinson#Loretta Young#Philip Merivale","27126","-"
"tt0041954","Tension","1949","-","95 min","7.3","John Berry","Richard Basehart#Audrey Totter#Cyd Charisse#Barry Sullivan","3247","-"
"tt0045555","The Big Heat","1953","-","89 min","7.9","Fritz Lang","Glenn Ford#Gloria Grahame#Jocelyn Brando#Alexander Scourby","27357","-"
"tt0041268","Criss Cross","1949","-","84 min","7.4","Robert Siodmak","Burt Lancaster#Yvonne De Carlo#Dan Duryea#Stephen McNally","8856","-"
"tt0038057","Scarlet Street","1945","-","102 min","7.8","Fritz Lang","Edward G. Robinson#Joan Bennett#Dan Duryea#Margaret Lindsay","17559","-"
"tt0048261","Kiss Me Deadly","1955","-","106 min","7.5","Robert Aldrich","Ralph Meeker#Albert Dekker#Paul Stewart#Juano Hernandez","21009","-"
"tt0039208","Boomerang!","1947","-","88 min","7.2","Elia Kazan","Dana Andrews#Jane Wyatt#Lee J. Cobb#Cara Williams","4788","-"
"tt0037865","Leave Her to Heaven","1945","-","110 min","7.6","John M. Stahl","Gene Tierney#Cornel Wilde#Jeanne Crain#Vincent Price","13637","-"
"tt0051207","The Wrong Man","1956","U","105 min","7.4","Alfred Hitchcock","Henry Fonda#Vera Miles#Anthony Quayle#Harold J. Stone","29326","-"
"tt0046187","Pickup on South Street","1953","-","80 min","7.6","Samuel Fuller","Richard Widmark#Jean Peters#Thelma Ritter#Murvyn Vye","15113","-"
"tt0039589","Lured","1947","-","102 min","7","Douglas Sirk","George Sanders#Lucille Ball#Charles Coburn#Boris Karloff","4116","-"
"tt0041859","The Set-Up","1949","-","73 min","7.8","Robert Wise","Robert Ryan#Audrey Totter#George Tobias#Alan Baxter","9380","-"
"tt0039661","Nightmare Alley","1947","-","110 min","7.7","Edmund Goulding","Tyrone Power#Joan Blondell#Coleen Gray#Helen Walker","12581","-"
"tt0039302","Dark Passage","1947","-","106 min","7.5","Delmer Daves","Humphrey Bogart#Lauren Bacall#Bruce Bennett#Agnes Moorehead","20527","-"
"tt0037884","The Lost Weekend","1945","-","101 min","7.9","Billy Wilder","Ray Milland#Jane Wyman#Phillip Terry#Howard Da Silva","38014","9460000"
"tt0040636","The Naked City","1948","-","96 min","7.6","Jules Dassin","Barry Fitzgerald#Howard Duff#Dorothy Hart#Don Taylor","14233","-"
"tt0033717","High Sierra","1941","-","100 min","7.5","Raoul Walsh","Ida Lupino#Humphrey Bogart#Alan Curtis#Arthur Kennedy","17934","-"
"tt0041968","Too Late for Tears","1949","-","99 min","7.3","Byron Haskin","Lizabeth Scott#Don DeFore#Dan Duryea#Arthur Kennedy","5067","-"
"tt0037469","The Woman in the Window","1944","-","107 min","7.6","Fritz Lang","Edward G. Robinson#Joan Bennett#Raymond Massey#Edmund Breon","16646","-"
"tt0029870","Angels with Dirty Faces","1938","-","97 min","7.9","Michael Curtiz","James Cagney#Pat O'Brien#Humphrey Bogart#Ann Sheridan","22066","-"
"tt0023458","Shanghai Express","1932","-","82 min","7.3","Josef von Sternberg","Marlene Dietrich#Clive Brook#Anna May Wong#Warner Oland","9297","-"
"tt0037638","Detour","1945","-","66 min","7.3","Edgar G. Ulmer","Tom Neal#Ann Savage#Claudia Drake#Edmund MacDonald","18145","16172"
"tt0037101","Murder, My Sweet","1944","-","95 min","7.5","Edward Dmytryk","Dick Powell#Claire Trevor#Anne Shirley#Otto Kruger","13990","-"
"tt0038360","Black Angel","1946","-","81 min","6.9","Roy William Neill","Dan Duryea#June Vincent#Peter Lorre#Broderick Crawford","3308","-"
"tt0039536","Kiss of Death","1947","-","99 min","7.4","Henry Hathaway","Victor Mature#Brian Donlevy#Coleen Gray#Richard Widmark","8850","-"
"tt0049291","The Harder They Fall","1956","-","109 min","7.5","Mark Robson","Humphrey Bogart#Rod Steiger#Jan Sterling#Mike Lane","8484","-"
"tt0048254","Killer's Kiss","1955","-","67 min","6.6","Stanley Kubrick","Frank Silvera#Irene Kane#Jamie Smith#Jerry Jarrett","24569","-"
"tt0044789","Kansas City Confidential","1952","-","99 min","7.3","Phil Karlson","John Payne#Coleen Gray#Preston Foster#Neville Brand","7551","-"
"tt0042530","Gun Crazy","1950","-","87 min","7.6","Joseph H. Lewis","John Dall#Peggy Cummins#Berry Kroeger#Morris Carnovsky","13759","-"
"tt0039757","The Red House","1947","-","100 min","6.7","Delmer Daves","Edward G. Robinson#Lon McCallister#Judith Anderson#Rory Calhoun","4505","-"
"tt0038965","Somewhere in the Night","1946","-","110 min","7.1","Joseph L. Mankiewicz","John Hodiak#Nancy Guild#Lloyd Nolan#Richard Conte","3191","-"
"tt0037795","The House on 92nd Street","1945","-","88 min","6.6","Henry Hathaway","William Eythe#Lloyd Nolan#Signe Hasso#Gene Lockhart","3081","-"
"tt0024188","Island of Lost Souls","1932","-","70 min","7.4","Erle C. Kenton","Charles Laughton#Bela Lugosi#Richard Arlen#Leila Hyams","9933","-"
"tt0038369","The Blue Dahlia","1946","-","96 min","7.1","George Marshall","Alan Ladd#Veronica Lake#William Bendix#Howard Da Silva","8993","2700000"
"tt0039286","Crossfire","1947","-","86 min","7.3","Edward Dmytryk","Robert Young#Robert Mitchum#Robert Ryan#Gloria Grahame","8995","1300000"
"tt0035432","This Gun for Hire","1942","-","81 min","7.4","Frank Tuttle","Alan Ladd#Veronica Lake#Robert Preston#Laird Cregar","9837","-"
"tt0047878","The Big Combo","1955","-","87 min","7.3","Joseph H. Lewis","Cornel Wilde#Richard Conte#Jean Wallace#Brian Donlevy","7883","-"
"tt0036104","The Leopard Man","1943","-","66 min","6.8","Jacques Tourneur","Dennis O'Keefe#Margo#Jean Brooks#Isabel Jewell","5570","-"
"tt0044364","Another Man's Poison","1951","-","90 min","6.8","Irving Rapper","Bette Davis#Gary Merrill#Emlyn Williams#Anthony Steel","3040","-"
"tt0042369","D.O.A.","1949","Approved","83 min","7.2","Rudolph Maté","Edmond O'Brien#Pamela Britton#Luther Adler#Beverly Garland","12269","-"
"tt0038988","The Strange Love of Martha Ivers","1946","-","116 min","7.4","Lewis Milestone","Barbara Stanwyck#Van Heflin#Lizabeth Scott#Kirk Douglas","10239","-"
"tt0043142","Woman on the Run","1950","-","77 min","7.2","Norman Foster","Ann Sheridan#Dennis O'Keefe#Robert Keith#John Qualen","4241","-"
"tt0040823","Sorry, Wrong Number","1948","-","89 min","7.3","Anatole Litvak","Barbara Stanwyck#Burt Lancaster#Ann Richards#Wendell Corey","11633","-"
"tt0041699","Nora inu","1949","-","122 min","7.8","Akira Kurosawa","Toshirô Mifune#Takashi Shimura#Keiko Awaji#Eiko Miyoshi","17669","-"
"tt0042994","Stage Fright","1950","-","110 min","7","Alfred Hitchcock","Marlene Dietrich#Jane Wyman#Richard Todd#Michael Wilding","14855","-"
"tt0023042","I Am a Fugitive from a Chain Gang","1932","-","92 min","8.2","Mervyn LeRoy","Paul Muni#Glenda Farrell#Helen Vinson#Noel Francis","13652","1417000"
"tt0044502","Clash by Night","1952","-","105 min","7","Fritz Lang","Barbara Stanwyck#Robert Ryan#Paul Douglas#Marilyn Monroe","6666","-"
"tt0047542","Suddenly","1954","-","77 min","6.8","Lewis Allen","Frank Sinatra#Sterling Hayden#James Gleason#Nancy Gates","6857","1400000"
"tt0039677","Odd Man Out","1947","-","116 min","7.7","Carol Reed","James Mason#Robert Newton#Cyril Cusack#F.J. McCormick","10570","-"
"tt0046969","The Fast and the Furious","1954","-","73 min","5.3","John Ireland#Edward Sampson","John Ireland#Dorothy Malone#Bruce Carlisle#Iris Adrian","1418","250000"
"tt0028773","Dead End","1937","-","93 min","7.2","William Wyler","Sylvia Sidney#Joel McCrea#Humphrey Bogart#Wendy Barrie","7997","-"
"tt0051758","I Want to Live!","1958","-","120 min","7.5","Robert Wise","Susan Hayward#Simon Oakland#Virginia Vincent#Theodore Bikel","6893","-"
"tt0043465","Detective Story","1951","-","103 min","7.5","William Wyler","Kirk Douglas#Eleanor Parker#William Bendix#Cathy O'Donnell","8833","-"
"tt0042788","Night and the City","1950","-","101 min","7.9","Jules Dassin","Richard Widmark#Gene Tierney#Googie Withers#Hugh Marlowe","14245","3600000"
"tt0029808","You Only Live Once","1937","-","86 min","7.3","Fritz Lang","Sylvia Sidney#Henry Fonda#Barton MacLane#Jean Dixon","7129","-"
"tt0033740","I Wake Up Screaming","1941","-","82 min","7.2","H. Bruce Humberstone","Betty Grable#Victor Mature#Carole Landis#Laird Cregar","4992","-"
"tt0043879","On Dangerous Ground","1951","-","82 min","7.2","Nicholas Ray#Ida Lupino","Ida Lupino#Robert Ryan#Ward Bond#Charles Kemper","7450","-"
"tt0043132","Where the Sidewalk Ends","1950","-","95 min","7.6","Otto Preminger","Dana Andrews#Gene Tierney#Gary Merrill#Bert Freed","9377","-"
"tt0045557","The Bigamist","1953","-","80 min","6.8","Ida Lupino","Joan Fontaine#Ida Lupino#Edmund Gwenn#Edmond O'Brien","4216","-"
"tt0033107","Stranger on the Third Floor","1940","-","64 min","6.8","Boris Ingster","Peter Lorre#John McGuire#Margaret Tallichet#Charles Waldron","4348","-"
"tt0047377","Pushover","1954","-","88 min","7.1","Richard Quine","Fred MacMurray#Kim Novak#Philip Carey#Dorothy Malone","3444","-"
"tt0031867","The Roaring Twenties","1939","-","106 min","7.9","Raoul Walsh","James Cagney#Humphrey Bogart#Priscilla Lane#Gladys George","14465","-"
"tt0039666","Nora Prentiss","1947","-","111 min","7.1","Vincent Sherman","Ann Sheridan#Kent Smith#Bruce Bennett#Robert Alda","1794","-"
"tt0032701","The Letter","1940","-","95 min","7.6","William Wyler","Bette Davis#Herbert Marshall#James Stephenson#Frieda Inescort","13590","-"
"tt0040202","Call Northside 777","1948","-","112 min","7.3","Henry Hathaway","James Stewart#Richard Conte#Lee J. Cobb#Helen Walker","9532","-"
"tt0045205","Sudden Fear","1952","-","110 min","7.5","David Miller","Joan Crawford#Jack Palance#Gloria Grahame#Bruce Bennett","6626","-"
"tt0040427","He Walked by Night","1948","-","79 min","7.1","Alfred L. Werker#Anthony Mann","Richard Basehart#Scott Brady#Roy Roberts#Whit Bissell","6241","-"
"tt0037859","Lady on a Train","1945","-","94 min","6.8","Charles David","Deanna Durbin#Ralph Bellamy#David Bruce#George Coulouris","2353","-"
"tt0033337","Among the Living","1941","-","67 min","6.4","Stuart Heisler","Albert Dekker#Susan Hayward#Frances Farmer#Harry Carey","739","-"
"tt0039224","Brute Force","1947","-","98 min","7.6","Jules Dassin","Burt Lancaster#Hume Cronyn#Charles Bickford#Yvonne De Carlo","10742","-"
"tt0051713","Hell Drivers","1957","-","108 min","7.2","Cy Endfield","Stanley Baker#Herbert Lom#Peggy Cummins#Patrick McGoohan","3621","-"
"tt0047985","The Desperate Hours","1955","-","112 min","7.5","William Wyler","Humphrey Bogart#Fredric March#Arthur Kennedy#Martha Scott","10258","-"
"tt0033149","They Drive by Night","1940","-","95 min","7.2","Raoul Walsh","George Raft#Humphrey Bogart#Ann Sheridan#Ida Lupino","8258","-"
"tt0049196","Eyewitness","1956","-","82 min","6.2","Muriel Box","Donald Sinden#Muriel Pavlow#Belinda Lee#Michael Craig","292","-"
"tt0042046","The Window","1949","-","73 min","7.4","Ted Tetzlaff","Bobby Driscoll#Barbara Hale#Arthur Kennedy#Paul Stewart","4435","-"
"tt0045902","I, the Jury","1953","-","87 min","6.1","Harry Essex","Biff Elliot#Preston Foster#Peggie Castle#Margaret Sheridan","520","-"
"tt0043503","The Enforcer","1951","-","87 min","7.2","Bretaigne Windust#Raoul Walsh","Humphrey Bogart#Zero Mostel#Ted de Corsia#Everett Sloane","5296","-"
"tt0049414","A Kiss Before Dying","1956","-","94 min","6.7","Gerd Oswald","Robert Wagner#Jeffrey Hunter#Virginia Leith#Joanne Woodward","4042","-"
"tt0040457","I Love Trouble","1948","-","93 min","6.7","S. Sylvan Simon","Franchot Tone#Janet Blair#Janis Carter#Adele Jergens","902","-"
"tt0040160","The Big Clock","1948","-","95 min","7.6","John Farrow","Ray Milland#Maureen O'Sullivan#Charles Laughton#George Macready","8959","-"
"tt0042039","Whirlpool","1950","-","98 min","6.7","Otto Preminger","Gene Tierney#Richard Conte#José Ferrer#Charles Bickford","4452","-"
"tt0022111","The Maltese Falcon","1931","-","80 min","6.8","Roy Del Ruth","Bebe Daniels#Ricardo Cortez#Dudley Digges#Una Merkel","3105","-"
"tt0037365","The Thin Man Goes Home","1944","-","100 min","7.3","Richard Thorpe","William Powell#Myrna Loy#Lucile Watson#Gloria DeHaven","5890","3858600"
"tt0027652","Fury","1936","-","92 min","7.9","Fritz Lang","Sylvia Sidney#Spencer Tracy#Walter Abel#Bruce Cabot","12957","-"
"tt0048432","Not as a Stranger","1955","-","135 min","6.7","Stanley Kramer","Olivia de Havilland#Frank Sinatra#Robert Mitchum#Gloria Grahame","2205","-"
"tt0045564","The Blue Gardenia","1953","-","85 min","6.9","Fritz Lang","Anne Baxter#Richard Conte#Ann Sothern#Raymond Burr","5682","-"
"tt0047190","The Long Wait","1954","-","94 min","6.5","Victor Saville","Anthony Quinn#Charles Coburn#Gene Evans#Peggie Castle","333","1500000"
"tt0035966","Hangmen Also Die!","1943","-","134 min","7.4","Fritz Lang","Brian Donlevy#Walter Brennan#Anna Lee#Gene Lockhart","5790","-"
"tt0034449","All Through the Night","1942","-","107 min","7.1","Vincent Sherman","Humphrey Bogart#Conrad Veidt#Kaaren Verne#Jane Darwell","4561","-"
"tt0046515","Vicki","1953","-","85 min","6.5","Harry Horner","Jeanne Crain#Jean Peters#Elliott Reid#Richard Boone","1139","-"
"tt0042824","Outrage","1950","-","75 min","6.8","Ida Lupino","Mala Powers#Tod Andrews#Robert Clarke#Raymond Bond","1591","-"
"tt0041503","Impact","1949","-","111 min","7","Arthur Lubin","Brian Donlevy#Ella Raines#Charles Coburn#Helen Walker","4127","-"
"tt0047880","The Big Knife","1955","-","111 min","6.8","Robert Aldrich","Jack Palance#Ida Lupino#Wendell Corey#Jean Hagen","3838","-"
"tt0038458","Deadline at Dawn","1946","-","83 min","6.8","Harold Clurman#William Cameron Menzies","Susan Hayward#Paul Lukas#Bill Williams#Joseph Calleia","2017","-"
"tt0040257","Cry of the City","1948","-","95 min","7.2","Robert Siodmak","Victor Mature#Richard Conte#Fred Clark#Shelley Winters","3306","-"
"tt0040338","The Fallen Idol","1948","-","95 min","7.6","Carol Reed","Ralph Richardson#Michèle Morgan#Sonia Dresdel#Bobby Henrey","9101","341121"
"tt0034808","Grand Central Murder","1942","-","73 min","6.5","S. Sylvan Simon","Van Heflin#Patricia Dane#Cecilia Parker#Virginia Grey","1008","-"
"tt0049949","While the City Sleeps","1956","-","100 min","6.9","Fritz Lang","Dana Andrews#Rhonda Fleming#George Sanders#Howard Duff","6593","-"
"tt0051887","Machine-Gun Kelly","1958","-","80 min","6.1","Roger Corman","Charles Bronson#Susan Cabot#Morey Amsterdam#Richard Devon","1742","-"
"tt0040872","They Live by Night","1948","Passed","95 min","7.4","Nicholas Ray","Cathy O'Donnell#Farley Granger#Howard Da Silva#Jay C. Flippen","8640","-"
"tt0047102","The Human Jungle","1954","-","82 min","5.8","Joseph M. Newman","Gary Merrill#Jan Sterling#Regis Toomey#Lamont Johnson","192","-"
"tt0027367","Black Legion","1937","-","83 min","6.9","Archie Mayo#Michael Curtiz","Humphrey Bogart#Ann Sheridan#Dick Foran#Erin O'Brien-Moore","3489","-"
"tt0040366","Force of Evil","1948","-","79 min","7.2","Abraham Polonsky","John Garfield#Thomas Gomez#Beatrice Pearson#Marie Windsor","7161","-"
"tt0035082","Moontide","1942","-","94 min","6.8","Archie Mayo#Fritz Lang","Jean Gabin#Ida Lupino#Thomas Mitchell#Claude Rains","1992","-"
"tt0038126","Strange Illusion","1945","-","87 min","6.2","Edgar G. Ulmer","Jimmy Lydon#Sally Eilers#Warren William#Regis Toomey","1056","-"
"tt0051866","The Lineup","1958","-","86 min","7.3","Don Siegel","Eli Wallach#Robert Keith#Richard Jaeckel#Mary LaRoche","4034","-"
"tt0035855","The Falcon and the Co-eds","1943","-","67 min","6.4","William Clemens","Tom Conway#Jean Brooks#Rita Corday#Amelita Ward","855","-"
"tt0048393","Mr. Arkadin","1955","-","93 min","7.1","Orson Welles","Orson Welles#Peter van Eyck#Michael Redgrave#Patricia Medina","8734","-"
"tt0037075","Ministry of Fear","1944","-","86 min","7.1","Fritz Lang","Ray Milland#Marjorie Reynolds#Carl Esmond#Hillary Brooke","8252","-"
"tt0042296","Caged","1950","-","96 min","7.6","John Cromwell","Eleanor Parker#Agnes Moorehead#Ellen Corby#Hope Emerson","4137","-"
"tt0041786","The Reckless Moment","1949","-","82 min","7.1","Max Ophüls","James Mason#Joan Bennett#Geraldine Brooks#Henry O'Neill","5224","-"
"tt0042588","I Was a Shoplifter","1950","-","74 min","6","Charles Lamont","Scott Brady#Mona Freeman#Andrea King#Tony Curtis","322","-"
"tt0042281","The Breaking Point","1950","-","97 min","7.5","Michael Curtiz","John Garfield#Patricia Neal#Phyllis Thaxter#Juano Hernandez","3793","-"
"tt0052050","Party Girl","1958","-","99 min","7","Nicholas Ray","Robert Taylor#Cyd Charisse#Lee J. Cobb#John Ireland","3526","-"
"tt0045029","Phone Call from a Stranger","1952","-","105 min","7","Jean Negulesco","Bette Davis#Shelley Winters#Gary Merrill#Michael Rennie","2735","-"
"tt0038453","The Dark Corner","1946","-","99 min","7.1","Henry Hathaway","Lucille Ball#Clifton Webb#William Bendix#Mark Stevens","4779","-"
"tt0038417","Cloak and Dagger","1946","-","106 min","6.6","Fritz Lang","Gary Cooper#Robert Alda#Lilli Palmer#Vladimir Sokoloff","3154","-"
"tt0048811","Women's Prison","1955","-","80 min","6.5","Lewis Seiler","Ida Lupino#Jan Sterling#Cleo Moore#Audrey Totter","1040","-"
"tt0044075","Storm Warning","1951","-","93 min","7.2","Stuart Heisler","Ginger Rogers#Ronald Reagan#Doris Day#Steve Cochran","1929","-"
"tt0048790","Violent Saturday","1955","-","90 min","6.9","Richard Fleischer","Victor Mature#Richard Egan#Stephen McNally#Virginia Leith","2610","-"
"tt0043643","His Kind of Woman","1951","-","120 min","7","John Farrow#Richard Fleischer","Robert Mitchum#Jane Russell#Vincent Price#Tim Holt","4556","-"
"tt0040723","Raw Deal","1948","-","79 min","7.2","Anthony Mann","Dennis O'Keefe#Claire Trevor#Marsha Hunt#John Ireland","5128","-"
"tt0040740","Road House","1948","-","95 min","7.2","Jean Negulesco","Ida Lupino#Cornel Wilde#Celeste Holm#Richard Widmark","2879","-"
"tt0048724","Tight Spot","1955","-","97 min","6.6","Phil Karlson","Ginger Rogers#Edward G. Robinson#Brian Keith#Lucy Marlow","2207","-"
"tt0034798","The Glass Key","1942","-","85 min","7","Stuart Heisler","Alan Ladd#Veronica Lake#Brian Donlevy#Bonita Granville","6856","-"
"tt0039220","Brighton Rock","1947","-","92 min","7.3","John Boulting","Richard Attenborough#Hermione Baddeley#William Hartnell#Harcourt Williams","6415","223887"
"tt0049552","Nightfall","1956","-","78 min","7.2","Jacques Tourneur","Aldo Ray#Anne Bancroft#Brian Keith#Jocelyn Brando","4195","-"
"tt0045267","The Turning Point","1952","U","85 min","6.8","William Dieterle","William Holden#Edmond O'Brien#Alexis Smith#Tom Tully","1564","-"
"tt0042006","The Undercover Man","1949","-","85 min","6.6","Joseph H. Lewis","Glenn Ford#Nina Foch#James Whitmore#Barry Kelley","1237","-"
"tt0044954","The Narrow Margin","1952","-","71 min","7.7","Richard Fleischer#William Cameron Menzies","Charles McGraw#Marie Windsor#Jacqueline White#Queenie Leonard","8077","-"
"tt0041269","The Crooked Way","1949","-","90 min","6.6","Robert Florey","John Payne#Sonny Tufts#Ellen Drew#Rhys Williams","1247","-"
"tt0050233","Cast a Dark Shadow","1955","-","82 min","7","Lewis Gilbert","Dirk Bogarde#Margaret Lockwood#Kay Walsh#Kathleen Harrison","2665","-"
"tt0040695","Pitfall","1948","-","86 min","7.1","André De Toth","Dick Powell#Lizabeth Scott#Jane Wyatt#Raymond Burr","4030","-"
"tt0043292","Appointment with Danger","1950","U","90 min","6.6","Lewis Allen","Alan Ladd#Phyllis Calvert#Paul Stewart#Jan Sterling","1349","-"
